split,subset,position,layer,contrast,accuracy_delta,accuracy_ci_lo,accuracy_ci_hi,n_rows,n_bases,jlens_exceeds_control,reversal_delta,reversal_ci_lo,reversal_ci_hi
test,all,use,16,jlens - gram_random,0.056372549019607844,-0.0074636194029850745,0.11653340948029682,408,42,False,0.09313725490196079,0.029411764705882353,0.1625615763546798
test,all,use,16,jlens - logit,0.01715686274509804,-0.05121951219512195,0.07933650362318835,408,42,False,0.03431372549019608,-0.065,0.1262135922330097
test,all,use,16,jlens - probe,-0.12009803921568628,-0.22170231185680145,-0.01970201873852991,408,42,False,-0.23529411764705882,-0.37682757885763,-0.09405940594059406
