split,subset,layer,position,lens,accuracy,accuracy_ci_lo,accuracy_ci_hi,n_rows,n_bases,mean_bound_rank,reversal_rate,reversal_ci_lo,reversal_ci_hi,paired_gap,paired_gap_ci_lo,paired_gap_ci_hi,n_pairs
calib,both_correct,31,def_source,probe,0.5,0.5,0.5,76,18,0.5,0.0,0.0,0.0,0.0,0.0,0.0,38
calib,both_correct,8,def_target,gram_random,0.5789473684210527,0.5,0.6578947368421053,76,18,5.171052631578948,0.15789473684210525,0.0,0.3157894736842105,0.0063605175206535745,-0.0015578762837505156,0.01457830203512499,38
calib,both_correct,16,def_target,gram_random,0.5657894736842105,0.5,0.6463414634146342,76,18,5.684210526315789,0.13157894736842105,0.0,0.2926829268292683,0.0226627931390938,-0.0005983245905695687,0.046223944381467603,38
calib,both_correct,24,def_target,gram_random,0.5526315789473685,0.5,0.631578947368421,76,18,5.421052631578948,0.10526315789473684,0.0,0.2631578947368421,0.041018534059587275,-0.017340188212447653,0.10649213269734992,38
calib,both_correct,31,def_target,gram_random,0.5131578947368421,0.5,0.5405405405405406,76,18,3.9078947368421053,0.02631578947368421,0.0,0.08108108108108109,0.022392709788523223,-0.06365617871213188,0.08893359296969951,38
calib,both_correct,8,def_target,clens,0.47368421052631576,0.4142857142857143,0.5,76,18,4.026315789473684,0.0,0.0,0.0,3.30148951003426e-05,-0.007747083168329769,0.008281359818952897,38
calib,both_correct,16,def_target,clens,0.4868421052631579,0.4594594594594595,0.5,76,18,1.8289473684210527,0.0,0.0,0.0,0.01014528070625506,-0.030984490833112173,0.04862560351958146,38
calib,both_correct,24,def_target,clens,0.5263157894736842,0.5,0.5882352941176471,76,18,1.881578947368421,0.05263157894736842,0.0,0.17647058823529413,0.18409236167606555,0.08507065355499863,0.2817773825221492,38
calib,both_correct,31,def_target,clens,0.5921052631578947,0.5134961884961885,0.6875,76,18,2.25,0.18421052631578946,0.026992376992376995,0.375,0.23092829553704514,0.10731214598605507,0.3558812291075141,38
calib,both_correct,8,def_target,logit,0.5,0.5,0.5,76,18,5.828947368421052,0.0,0.0,0.0,0.09763441117186296,-0.08648042433402117,0.2696205147405018,38
calib,both_correct,16,def_target,logit,0.5,0.40540540540540543,0.6022727272727273,76,18,4.381578947368421,0.07894736842105263,0.0,0.23684210526315788,-0.030188058551989104,-0.6241216839888156,0.5402168720293229,38
calib,both_correct,24,def_target,logit,0.5131578947368421,0.5,0.5441176470588235,76,18,2.3684210526315788,0.02631578947368421,0.0,0.08823529411764706,3.3549253940582275,0.98459284336139,5.629542789018906,38
calib,both_correct,31,def_target,logit,0.5921052631578947,0.5134961884961885,0.6875,76,18,2.25,0.18421052631578946,0.026992376992376995,0.375,7.006353277909128,3.2559311113859475,10.796236243970466,38
calib,both_correct,8,def_target,probe,1.0,1.0,1.0,76,18,0.0,1.0,1.0,1.0,1.9610166251659393,1.9568498001356254,1.9659866944052815,38
calib,both_correct,16,def_target,probe,1.0,1.0,1.0,76,18,0.0,1.0,1.0,1.0,1.9546819376318079,1.9481618373654783,1.9615999143757166,38
calib,both_correct,24,def_target,probe,1.0,1.0,1.0,76,18,0.0,1.0,1.0,1.0,1.9634235705199994,1.9542252249069632,1.9715865356093196,38
calib,both_correct,31,def_target,probe,1.0,1.0,1.0,76,18,0.0,1.0,1.0,1.0,1.9629393078778918,1.9536275550340996,1.9718179336585453,38
calib,both_correct,8,mutation,gram_random,0.5657894736842105,0.43898628048780486,0.6891891891891891,76,18,4.223684210526316,0.23684210526315788,0.05555555555555555,0.4444444444444444,0.0003245798380751359,-0.01983509142988158,0.01784946248679516,38
calib,both_correct,16,mutation,gram_random,0.5789473684210527,0.5,0.6707317073170732,76,18,5.2105263157894735,0.18421052631578946,0.030303030303030304,0.35714285714285715,0.011569188809708544,-0.03811469098875337,0.055857205718431946,38
calib,both_correct,24,mutation,gram_random,0.5789473684210527,0.45588235294117646,0.7023809523809523,76,18,5.065789473684211,0.21052631578947367,0.0,0.425,0.09818684231293828,-0.01944630421672133,0.22964327822847821,38
calib,both_correct,31,mutation,gram_random,0.5131578947368421,0.43023255813953487,0.6153846153846154,76,18,4.026315789473684,0.07894736842105263,0.0,0.24324324324324326,0.05727025552799827,-0.09325278697066422,0.20601426546641607,38
calib,both_correct,8,mutation,clens,0.5789473684210527,0.5,0.6765231092436972,76,18,5.328947368421052,0.15789473684210525,0.0,0.3530462184873944,0.007478258719569759,-0.00878026217427846,0.024476860837478707,38
calib,both_correct,16,mutation,clens,0.631578947368421,0.5444362745098039,0.7343979779411763,76,18,3.1710526315789473,0.2631578947368421,0.08887254901960785,0.4687959558823527,0.03244153174914812,-0.01179851619825628,0.07690592676888915,38
calib,both_correct,24,mutation,clens,0.47368421052631576,0.3676022238163558,0.5833333333333334,76,18,3.776315789473684,0.10526315789473684,0.0,0.2564102564102564,0.00012365140412983142,-0.11204930866758028,0.1003082282415458,38
